deposit,stake,currency_condition,fixed_income,net_revenue,revenue_share,revenue_share_cpa,currency_fixed_income,cpa_at,cpa_simulated_at,cpa_affiliate_at,registered_at,first_deposit_at,id,link_id,partner_link_accumulated_id,punter_id,cpa_betenlace,cpa_partner,deposit_count,stake_count,could_be_fraud,updated_at,created_at
500.00000000,0.00000000,EUR,0.00000000,374.20000000,0.00000000,0.00000000,EUR,,,,2023-12-02,,90704,6232,2199,1267086,0,0,0,0,false,2024-10-25 17:47:15.532000 +00:00,2023-12-02 00:00:00.000000 +00:00
227.25000000,0.00000000,EUR,0.00000000,148.06000000,0.00000000,0.00000000,EUR,,,,2023-12-03,,90715,6232,2199,1267388,0,0,0,0,false,2024-10-25 17:47:15.682000 +00:00,2023-12-03 00:00:00.000000 +00:00
520.00000000,0.00000000,EUR,0.00000000,117.21000000,0.00000000,0.00000000,EUR,,,,2023-12-03,,90716,6232,2199,1267507,0,0,0,0,false,2024-10-25 17:47:15.682000 +00:00,2023-12-03 00:00:00.000000 +00:00
330.00000000,0.00000000,EUR,0.00000000,160.31000000,0.00000000,0.00000000,EUR,,,,2023-12-03,,90717,6232,2199,1267573,0,0,0,0,false,2024-10-25 17:47:15.682000 +00:00,2023-12-03 00:00:00.000000 +00:00
10.00000000,0.00000000,EUR,0.00000000,12.72000000,0.00000000,0.00000000,EUR,,,,2023-12-03,,90718,6232,2199,1267594,0,0,0,0,false,2024-10-25 17:47:15.682000 +00:00,2023-12-03 00:00:00.000000 +00:00
10.00000000,0.00000000,EUR,0.00000000,1.83000000,0.00000000,0.00000000,EUR,,,,2023-12-03,,90721,6232,2199,1267397,0,0,0,0,false,2024-10-25 17:47:15.851000 +00:00,2023-12-04 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,-1.20000000,0.00000000,0.00000000,EUR,,,,2023-12-03,,90786,6232,2199,1267458,0,0,0,0,false,2024-10-25 17:49:47.585000 +00:00,2024-03-13 00:00:00.000000 +00:00
1070.00000000,0.00000000,EUR,0.00000000,-300.03000000,0.00000000,0.00000000,EUR,,,,2023-12-04,,90751,6232,2199,1267909,0,0,0,0,false,2024-10-25 17:48:05.460000 +00:00,2023-12-28 00:00:00.000000 +00:00
100.00000000,0.00000000,EUR,0.00000000,56.13000000,0.00000000,0.00000000,EUR,,,,2023-12-05,,90724,6232,2199,1268153,0,0,0,0,false,2024-10-25 17:47:15.965000 +00:00,2023-12-05 00:00:00.000000 +00:00
20.00000000,0.00000000,EUR,0.00000000,7.79000000,0.00000000,0.00000000,EUR,,,,2023-12-05,,90723,6232,2199,1268107,0,0,0,0,false,2024-10-25 17:47:15.965000 +00:00,2023-12-05 00:00:00.000000 +00:00
30.00000000,0.00000000,EUR,0.00000000,13.46000000,0.00000000,0.00000000,EUR,,,,2023-12-07,,90728,6232,2199,1269201,0,0,0,0,false,2024-10-25 17:47:16.233000 +00:00,2023-12-07 00:00:00.000000 +00:00
