deposit,stake,currency_condition,fixed_income,net_revenue,revenue_share,revenue_share_cpa,currency_fixed_income,cpa_at,cpa_simulated_at,cpa_affiliate_at,registered_at,first_deposit_at,id,fx_partner_id,account_report_id,is_cpa_betenlace,is_cpa_partner,is_first_deposit_count,max_revenue_share,max_revenue_share_cpa,max_revenue_share_at,max_revenue_share_cpa_at,created_at
0.00000000,0.00000000,EUR,0.00000000,3.04000000,0.00000000,0.00000000,EUR,,,,2023-10-01,,1313572,674,90686,false,false,false,0.00000000,0.00000000,,,2023-12-01
20.00000000,0.00000000,EUR,0.00000000,-39.10000000,0.00000000,0.00000000,EUR,,,,2023-10-05,,1313573,674,90687,false,false,false,0.00000000,0.00000000,,,2023-12-01
0.00000000,0.00000000,EUR,0.00000000,-47.22000000,0.00000000,0.00000000,EUR,,,,2023-10-12,,1313574,674,90688,false,false,false,0.00000000,0.00000000,,,2023-12-01
0.00000000,0.00000000,EUR,0.00000000,0.76000000,0.00000000,0.00000000,EUR,,,,2023-10-18,,1313575,674,90689,false,false,false,0.00000000,0.00000000,,,2023-12-01
0.00000000,0.00000000,EUR,0.00000000,-1.44000000,0.00000000,0.00000000,EUR,,,,2023-10-22,,1313576,674,90690,false,false,false,0.00000000,0.00000000,,,2023-12-01
10.00000000,0.00000000,EUR,0.00000000,7.80000000,0.00000000,0.00000000,EUR,,,,2023-10-22,,1313577,674,90691,false,false,false,0.00000000,0.00000000,,,2023-12-01
10.00000000,0.00000000,EUR,0.00000000,0.00000000,0.00000000,0.00000000,EUR,,,,2023-10-10,,1313583,674,90697,false,false,false,0.00000000,0.00000000,,,2023-12-01
0.00000000,0.00000000,EUR,0.00000000,-0.72000000,0.00000000,0.00000000,EUR,,,,2023-10-01,,1313584,675,90698,false,false,false,0.00000000,0.00000000,,,2023-12-02
0.00000000,0.00000000,EUR,0.00000000,1.52000000,0.00000000,0.00000000,EUR,,,,2023-10-01,,1313585,675,90686,false,false,false,0.00000000,0.00000000,,,2023-12-02
15.00000000,0.00000000,EUR,0.00000000,10.70000000,0.00000000,0.00000000,EUR,,,,2023-10-05,,1313586,675,90699,false,false,false,0.00000000,0.00000000,,,2023-12-02
45.00000000,0.00000000,EUR,0.00000000,0.00000000,0.00000000,0.00000000,EUR,,,,2023-10-05,,1313587,675,90687,false,false,false,0.00000000,0.00000000,,,2023-12-02
0.00000000,0.00000000,EUR,0.00000000,19.04000000,0.00000000,0.00000000,EUR,,,,2023-10-12,,1313588,675,90688,false,false,false,0.00000000,0.00000000,,,2023-12-02
0.00000000,0.00000000,EUR,0.00000000,-0.50000000,0.00000000,0.00000000,EUR,,,,2023-09-27,,1313598,676,90705,false,false,false,0.00000000,0.00000000,,,2023-12-03
0.00000000,0.00000000,EUR,0.00000000,-0.60000000,0.00000000,0.00000000,EUR,,,,2023-09-28,,1313599,676,90706,false,false,false,0.00000000,0.00000000,,,2023-12-03
0.00000000,0.00000000,EUR,0.00000000,-1.44000000,0.00000000,0.00000000,EUR,,,,2023-10-01,,1313600,676,90698,false,false,false,0.00000000,0.00000000,,,2023-12-03
0.00000000,0.00000000,EUR,0.00000000,11.68000000,0.00000000,0.00000000,EUR,,,,2023-10-01,,1313601,676,90686,false,false,false,0.00000000,0.00000000,,,2023-12-03
15.00000000,0.00000000,EUR,0.00000000,11.32000000,0.00000000,0.00000000,EUR,,,,2023-10-05,,1313602,676,90687,false,false,false,0.00000000,0.00000000,,,2023-12-03
49.00000000,0.00000000,EUR,0.00000000,38.00000000,0.00000000,0.00000000,EUR,,,,2023-10-07,,1313603,676,90707,false,false,false,0.00000000,0.00000000,,,2023-12-03
0.00000000,0.00000000,EUR,0.00000000,36.46000000,0.00000000,0.00000000,EUR,,,,2023-10-12,,1313604,676,90688,false,false,false,0.00000000,0.00000000,,,2023-12-03
0.00000000,0.00000000,EUR,0.00000000,4.56000000,0.00000000,0.00000000,EUR,,,,2023-10-18,,1313605,676,90689,false,false,false,0.00000000,0.00000000,,,2023-12-03
0.00000000,0.00000000,EUR,0.00000000,1.18000000,0.00000000,0.00000000,EUR,,,,2023-10-22,,1313606,676,90690,false,false,false,0.00000000,0.00000000,,,2023-12-03
0.00000000,0.00000000,EUR,0.00000000,2.28000000,0.00000000,0.00000000,EUR,,,,2023-10-10,,1313623,676,90697,false,false,false,0.00000000,0.00000000,,,2023-12-03
